,case_study,model,block_size,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_miss_ghost_mean,[match] iou_mean,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff,[obj_level] kill_rate_miss_mean_CI95,[obj_level] kill_rate_ghost_mean_CI95,[obj_level] kill_rate_miss_ghost_mean_CI95,[match] iou_mean_CI95,[match] vr_diff_CI95,[match] ie_diff_CI95,[match] mi_diff_CI95,[match] var_diff_CI95,[match] ps_diff_CI95,[miss] vr_diff_CI95,[miss] ie_diff_CI95,[miss] mi_diff_CI95,[miss] var_diff_CI95,[miss] ps_diff_CI95,[ghost] vr_diff_CI95,[ghost] ie_diff_CI95,[ghost] mi_diff_CI95,[ghost] var_diff_CI95,[ghost] ps_diff_CI95
19,sticker_detection,fasterrcnn_resnet50_fpn,9,0.017250618674229702,0.01952905394531201,0.03630846407439536,0.08122113014895148,0.015852652080184677,0.033156189360580665,0.020393926554212134,0.9680117866108726,0.9917337490390978,0.05392424287032121,0.03158630540278275,0.05392418896696607,0.05392424287032121,0.05392424287032121,0.054991944558937925,0.01966919344532841,0.05322447380320222,0.014462562118828657,0.025427446300858067,0.044583683044513586,0.01584406638592819,0.05623839041898022,0.04569176126108609,0.03922798348954495,0.04366725025240205,0.04503035961965041,0.07151721742802047,0.008393035224703922,0.12128446353438488,0.07136276902767368,0.12128434133938776,0.12128446353438488,0.12128446353438488,0.057174929652520926,0.01737636188592998,0.055055795549618786,0.011075723432570943,0.022774389564994755
20,sticker_detection,fasterrcnn_resnet50_fpn_v2,1,0.015532913431793622,0.009310029594008845,0.024470044606392478,0.046978528598432726,0.01440497600411459,0.017577572888208656,0.0173622462426394,0.9200084458373422,0.9843386454320032,0.0499543393522721,0.02891164537143314,0.049954289059466785,0.0499543393522721,0.0499543393522721,0.031113076901190497,0.010498484071335199,0.030126381862667632,0.007487325939116667,0.013657969109234433,0.033530911183336926,0.02571724553232117,0.051894754588552056,0.026395609640549413,0.031150859501422157,0.024813580359202943,0.03548918770414958,0.14675702248482034,0.011977488702984823,0.10849717295829459,0.061736782009735106,0.10849705008968409,0.10849717295829459,0.10849717295829459,0.08277727486860616,0.02330831974512409,0.08042423256046015,0.014896689295812733,0.02960135111538193
21,sticker_detection,fasterrcnn_resnet50_fpn_v2,3,0.018660176000916667,0.013791776042163546,0.03174604473062689,0.0563392938512484,0.01745296173943882,0.0251908372396976,0.021882562069057112,0.9439494121731019,0.9866986926702747,0.05755709818345467,0.035179208886922324,0.057557032123722034,0.05755709818345467,0.05755709818345467,0.042213976250151865,0.015316779497322868,0.04083106125776782,0.013113890125225855,0.0200059149587272,0.04030014270715047,0.033185849574712795,0.06805015026397682,0.033554179614472365,0.037892338507997336,0.03072944708473723,0.04359499994895311,0.1126848432492688,0.009873565663385944,0.12358843875498676,0.07567629613153654,0.12358829347022453,0.12358843875498676,0.12358843875498676,0.10298592135186589,0.030790029309582443,0.09894935223351774,0.02010319141555522,0.035171246374367075
22,sticker_detection,fasterrcnn_resnet50_fpn_v2,5,0.021875205218529845,0.0169369035825538,0.03791681717848807,0.062302356171245604,0.019043624989016787,0.03587443313628168,0.025318895854127957,0.9528627425073906,0.9872240612768608,0.06530960572976069,0.04182514313841526,0.06530953747491824,0.06530960572976069,0.06530960572976069,0.04969925739693171,0.01771643156620829,0.0475429360407,0.0135260531230928,0.022269525276410768,0.04666724252823192,0.03774725773767061,0.07952329903591235,0.03540388692828903,0.03858091372932158,0.03373259132815218,0.04484397500819638,0.10026181179064152,0.010412237548158433,0.1357558104900089,0.08642943003061686,0.13575568282359185,0.1357558104900089,0.1357558104900089,0.11084359630107102,0.0314119003847161,0.10488319590552776,0.017774630081934577,0.028584099878599903
23,sticker_detection,fasterrcnn_resnet50_fpn_v2,7,0.026276520385391966,0.021798271699305198,0.046889466304022624,0.06890999060545516,0.022361692520176477,0.05107131445546909,0.031514892970277965,0.9578004967070606,0.9875975757421984,0.07355031103454866,0.04957688828413928,0.07355023460164517,0.07355031103454866,0.07355031103454866,0.05863686425443523,0.020733527991938547,0.0559948160524208,0.017482422970708747,0.024024737992421566,0.05610452170097514,0.04861401569252106,0.09880911808273526,0.04209481555348518,0.04516493848595498,0.0449510731496159,0.05198211085542957,0.09205352099078841,0.009926297041837043,0.15285785634088675,0.10262237596772587,0.15285772699797237,0.15285785634088675,0.15285785634088675,0.12746075577580326,0.03538565282797341,0.12034761529610599,0.01859870040624418,0.0281850189079256
24,sticker_detection,fasterrcnn_resnet50_fpn_v2,9,0.037855180111596914,0.0242828056923663,0.06046415877716474,0.08075214264501397,0.031859634358342256,0.07379788909610599,0.04433313040861006,0.9609916213286385,0.9878195222207482,0.08543738570611947,0.0636792983739203,0.08543729169003154,0.08543738570611947,0.08543738570611947,0.0651383295440142,0.023251724444861475,0.06204964711512658,0.017308552709023046,0.026750040153179222,0.07563018221136811,0.05020611122715548,0.1192352437116918,0.056256216203989226,0.05924982311420443,0.06880148128018283,0.06849683262621564,0.08883677050451935,0.009394409587097344,0.16686750016032942,0.12032111188056027,0.16686735782477446,0.16686750016032942,0.16686750016032942,0.12945445811261702,0.03482751936795737,0.12115454186932688,0.017910286864796034,0.02494573432039191
25,sticker_detection,retinanet_resnet50_fpn,1,0.005395141013045989,0.007297258558868389,0.012560358776388968,0.0339454543609733,0.005406216682016389,0.0105176151859024,0.008029258764414467,0.8948471439559376,0.9830726107970471,0.01877816929416509,0.017083471689317422,0.01877813733891399,0.01877816929416509,0.01877816929416509,0.023902984511859546,0.018228808946551177,0.02415970918235569,0.006910950733917411,0.0102541965535654,0.008702376737273622,0.010413214273370032,0.007063984243746877,0.010078749408426345,0.0086604701436737,0.009890399708880932,0.009255476029066144,0.1553114790041903,0.013676184671762678,0.021612824113126233,0.019057198877471444,0.021612792079136266,0.021612824113126233,0.021612824113126233,0.03643512727574924,0.03498093173507613,0.03590469212742321,0.009517744688496877,0.010711036772162043
26,sticker_detection,retinanet_resnet50_fpn,3,0.009235530680319012,0.0076281122884149215,0.016699280242451802,0.04011805243150086,0.009375108761073567,0.018024767577332332,0.013153473882293423,0.9089427538438825,0.9832931106881829,0.028804074972805557,0.02619322712712351,0.02880403617954622,0.028804074972805557,0.028804074972805557,0.02696923519420931,0.022027155892319655,0.027253338314301732,0.011048925638539243,0.015096598041982255,0.016828179988507965,0.0071076918660362,0.012121417200225344,0.014908542853190133,0.01723450325270861,0.017645861851563346,0.0179332662820778,0.1611116726232619,0.01409521079392342,0.04738140034305259,0.0407004856689437,0.04738136055596417,0.04738140034305259,0.04738140034305259,0.034006197585911044,0.038133198813498886,0.03316445311716971,0.012524752216638955,0.02027894807835511
27,sticker_detection,retinanet_resnet50_fpn,5,0.0118034662629605,0.008762675051804655,0.02027907492260768,0.04538843658985957,0.011410070390978456,0.02470541484661683,0.016092215787835568,0.9164898256766469,0.9843205746835331,0.03484213057226463,0.03167634058908391,0.034842084818834766,0.03484213057226463,0.03484213057226463,0.03216084800708113,0.02613439728705482,0.032493005954528864,0.010900892395900768,0.013884323914475066,0.020051085911999576,0.010178845542159332,0.015416112906572823,0.017891208279542978,0.020940848847985423,0.01839690468654401,0.02120965447147569,0.15809443642505439,0.013611729848386944,0.056571779238081495,0.0476685289380605,0.05657172394533104,0.056571779238081495,0.056571779238081495,0.04879939627592281,0.047974051418957255,0.04786307300380663,0.011035763793618366,0.015657359078985834
28,sticker_detection,retinanet_resnet50_fpn,7,0.01665873561900382,0.008889874130672111,0.025197087749117233,0.05251606169405651,0.015804356428453334,0.032201704839349504,0.020650265443359635,0.9217589236262034,0.9846726618708502,0.04782725191651911,0.043511195616690444,0.04782719234192834,0.04782725191651911,0.04782725191651911,0.03523875526713495,0.029593279522533475,0.03533086247588238,0.010417148721971232,0.015609989343806412,0.02667401113111542,0.0112814434930081,0.02597698599256778,0.0223112993362884,0.026198000992316166,0.021863601032262422,0.027901737170986714,0.15174105387075898,0.012676169260436633,0.08793699306950757,0.07310839592758653,0.08793691891457682,0.08793699306950757,0.08793699306950757,0.06015849117739252,0.05745838796860547,0.05971632691003873,0.013689831710681244,0.02194183514769711
29,sticker_detection,retinanet_resnet50_fpn,9,0.03145882079189605,0.008403091097879456,0.03928285151582357,0.06814334699259256,0.029076593647198987,0.048362931438051565,0.03394261279616222,0.9253581039210387,0.9843200811602775,0.07117110144199917,0.06555158585539739,0.07117101776382594,0.07117110144199917,0.07117110144199917,0.03300730714989392,0.02778534427350278,0.03302835619279022,0.010528450967170989,0.013249989272382821,0.045365606939525766,0.011704199313833133,0.04867159800104845,0.043509934965357565,0.04549132856128717,0.047050370926830634,0.04736616589719697,0.15070147123958424,0.011523310367153122,0.10631538190960778,0.09025634923913356,0.1063152845830074,0.10631538190960778,0.10631538190960778,0.05813909469827949,0.05592309553976982,0.05804002978746339,0.018301622921881713,0.023497333158455622
30,sticker_detection,retinanet_resnet50_fpn_v2,1,0.0071409990237149895,0.006464242019797467,0.013378903594952888,0.025559400015123968,0.008176417017294844,0.008349280620667667,0.008499359962643943,0.7476343235411373,0.9391348984238986,0.01985318651985311,0.016475698039635986,0.01985315748306653,0.01985318651985311,0.01985318651985311,0.01956845734623501,0.014201176565029165,0.019113840062141632,0.004976872999497955,0.006566273310301466,0.022646967338518956,0.011439337671142856,0.03212274358081089,0.020210094664721977,0.025468115333101143,0.01599763380807899,0.02251560357664433,0.12965713851321203,0.06669795592055668,0.0643837987173077,0.05035070526213822,0.0643837300471647,0.0643837987173077,0.0643837987173077,0.047128381444660555,0.03199061341621693,0.04478839408750167,0.0090962852472857,0.011646785089793466
31,sticker_detection,retinanet_resnet50_fpn_v2,3,0.010700098246394433,0.006285035035034933,0.01679308938568189,0.0333200396351725,0.011426775166487,0.013720586432631266,0.012664036287543888,0.7808952852301914,0.9422851985673169,0.029673191710228655,0.024197124977274078,0.029673136001784776,0.029673191710228655,0.029673191710228655,0.01992797471192522,0.014377942433075956,0.01969487290289209,0.005278056143019811,0.008005865809170967,0.03107854516099331,0.011989596433488844,0.04169573642270838,0.02674988688303121,0.03347595471105,0.021576236822727322,0.030810151529402346,0.11614463136715243,0.06787269396401273,0.08839108103135322,0.06582158994819982,0.0883909788551679,0.08839108103135322,0.08839108103135322,0.04998898471070728,0.03420269367155024,0.04794201104331859,0.011251588467075389,0.016192438416953312
32,sticker_detection,retinanet_resnet50_fpn_v2,5,0.012416722277833345,0.005782541801060245,0.018020937604270856,0.03878849055486628,0.012919100557989388,0.017428179378028732,0.014489581700068511,0.796205058247295,0.942723329976377,0.034031562426624064,0.028032592011250152,0.03403149847385964,0.034031562426624064,0.034031562426624064,0.019444598919907467,0.014280761849298643,0.019083216421710344,0.005543559885984345,0.006611927735373123,0.03184080244645527,0.010210486279408479,0.040185913764103055,0.026490129760361178,0.03266865744659002,0.02277255924724372,0.0313167948225263,0.10969492026203045,0.06911947216249394,0.09251755451003335,0.0679820672477563,0.09251745250753922,0.09251755451003335,0.09251755451003335,0.046457447045341375,0.032634376165076764,0.04549199142225901,0.010406286856877067,0.010080287832553679
33,sticker_detection,retinanet_resnet50_fpn_v2,7,0.014444954213472645,0.005163064298866678,0.01953943140671527,0.04421736818134089,0.014926606255481333,0.02192002698446739,0.016568257935638365,0.800574867728484,0.9388049744947183,0.03791569347124894,0.03144792592909797,0.03791562289838355,0.03791569347124894,0.03791569347124894,0.016956261817372847,0.013462942089261234,0.016829613079863647,0.005384596393506966,0.007080389031133855,0.03060688081620869,0.00829034171425181,0.0370394917211416,0.023649019551871455,0.03193437711929243,0.022378831614192414,0.03027968225454087,0.09932074614406375,0.07287942222688215,0.087605293744931,0.06232525560479217,0.08760519903507684,0.087605293744931,0.087605293744931,0.0350456087707439,0.027608089450440264,0.03468779225026697,0.009775259501781132,0.0122526866022768
34,sticker_detection,retinanet_resnet50_fpn_v2,9,0.01965967069362121,0.004930285223494989,0.02448559229423418,0.051739933452195436,0.01974258750493311,0.028556472015577167,0.02148165626942246,0.8001079523363155,0.9365719709165455,0.048027039385063995,0.0407970340550311,0.048026949403908586,0.048027039385063995,0.048027039385063995,0.015208727245764211,0.0115965654473928,0.015048590605732588,0.006660172062175222,0.008196311404105856,0.03821527452434449,0.0080577481942874,0.04401333058527202,0.029941396613428057,0.0403971260788701,0.03332814047935493,0.03987112284398683,0.08948404330702953,0.07656097992069857,0.10084581047713617,0.07518945687086626,0.10084567250137023,0.10084581047713617,0.10084581047713617,0.0314358369400708,0.02186430728812678,0.0307543391060975,0.012317901410919188,0.015119221920765544
35,sticker_detection,ssd300_vgg16,1,0.10752213347462936,0.6684860670632295,0.6964243896500265,0.2908651610531622,0.06439754149134172,0.09198944739048269,0.08136104129993432,0.9755719088267377,0.9784400946598788,0.15709438786612692,0.13669978044207073,0.15709420555737957,0.15709438786612692,0.15709438786612692,0.2325606245140898,0.145687770985927,0.2226931172918786,0.051933196634916384,0.10563045616598898,0.3523605985305321,0.08669820928728633,0.17314132272639698,0.1601119780165398,0.16904509213364083,0.16386342437337556,0.1725924214095106,0.09680432403372946,0.0855896665535243,0.4156487618848563,0.36689870925971024,0.4156483343681524,0.4156487618848563,0.4156487618848563,0.038249766306511834,0.008461233474173567,0.034018187631071346,0.007591663421563289,0.004377037677619201
36,sticker_detection,ssd300_vgg16,3,0.10702029790314804,0.5161909875483659,0.557701310908582,0.28828806095140885,0.07777855616140628,0.11623343259247772,0.0995738626907143,0.9812580581402128,0.9838377721204734,0.16016412668707344,0.14109019046887078,0.16016395167374844,0.16016412668707344,0.16016412668707344,0.22165417034122087,0.13463395823162944,0.2112437617439338,0.05387445551768942,0.10330729423817711,0.3116400402832728,0.0696563065123807,0.18089948189004937,0.1819670691417125,0.18589379339395468,0.17129856638144697,0.18542515808285312,0.07365529107691277,0.06338784361441314,0.3575074261366271,0.31534882544577353,0.35750707687925565,0.3575074261366271,0.3575074261366271,0.023819343687796035,0.007699293822835089,0.0206771460331144,0.005321148169567622,0.006653967438078844
37,sticker_detection,ssd300_vgg16,5,0.1246134931227523,0.3759883009817882,0.4405424978658954,0.3104675538201413,0.09976114077039992,0.14534174422514215,0.12467438903208766,0.9862416081693267,0.986397572812105,0.17715906771160383,0.15849069288746845,0.17715887379444376,0.17715906771160383,0.17715906771160383,0.1901614661920283,0.12632168697042895,0.18384627176734858,0.05940017391941599,0.10822745293739779,0.31290650427771927,0.06027710786913371,0.1976464098424705,0.1877901624301061,0.20611879092704732,0.17624846788775678,0.20094702941128664,0.054962018460229134,0.053035033214988155,0.3469661134429343,0.3056099455270055,0.346965742947992,0.3469661134429343,0.3469661134429343,0.02665146199390648,0.012789791510836167,0.024731994066994924,0.006877674281428789,0.007591906261903823
38,sticker_detection,ssd300_vgg16,7,0.13897788212643275,0.3722691388612652,0.44811676854181265,0.3253301081894768,0.11447421178942904,0.16329622951305375,0.14041156804865498,0.9874412931060365,0.986445539175247,0.19248010156464254,0.17273164350369538,0.1924798912997312,0.19248010156464254,0.19248010156464254,0.1894612737812529,0.12565382974515077,0.18323398210001987,0.059205927349356084,0.10863941234405183,0.3028157258965171,0.06410045472627038,0.19623986337119467,0.17894981958393064,0.1974206797802897,0.16860215563650138,0.19200597053426696,0.05030013219282518,0.05194859004274125,0.3228802620784722,0.2825050564253011,0.3228799393708502,0.3228802620784722,0.3228802620784722,0.024770135832475924,0.012102284442742667,0.022665646036591054,0.008974733513423632,0.007316222449490544
39,sticker_detection,ssd300_vgg16,9,0.15743137938951135,0.3725953862047742,0.45977287578128906,0.3400845094441609,0.13236965099444958,0.1811592078949571,0.1584684668047548,0.986869057073948,0.9853292135795526,0.21565670890006627,0.19530651523859963,0.21565647797465265,0.21565670890006627,0.21565670890006627,0.18857064722390982,0.12485993203174564,0.18236261257990435,0.059331969928252876,0.10788028658241017,0.30847561851027105,0.05428985146641206,0.19393547282291754,0.18037691739862477,0.20111637419218603,0.16776881580997213,0.19502339733306273,0.05254604252304211,0.05520991258830349,0.32149607228608557,0.2802359385584565,0.3214957522044482,0.32149607228608557,0.32149607228608557,0.027555195883749835,0.012459546670797322,0.025165321350428534,0.008661319336993033,0.005821190943961522
